variable_1,variable_2,correlation,abs_correlation
has_secondary_use_use_police,has_secondary_use_hotel,-0.0017525112711745065,0.0017525112711745065
has_secondary_use_school,has_secondary_use_rental,-0.0017166291041698823,0.0017166291041698823
has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_stone,-0.0016919940431465645,0.0016919940431465645
has_superstructure_adobe_mud,has_secondary_use_use_police,-0.0014929441505018254,0.0014929441505018254
has_secondary_use_gov_office,has_superstructure_other,-0.0014894858913212944,0.0014894858913212944
has_secondary_use_other,has_secondary_use_school,0.0014691549099707711,0.0014691549099707711
has_superstructure_mud_mortar_brick,has_superstructure_timber,-0.0014614555424664983,0.0014614555424664983
has_secondary_use_school,has_superstructure_stone_flag,-0.0013620276496337043,0.0013620276496337043
has_secondary_use_health_post,has_secondary_use_rental,-0.0012392903780534558,0.0012392903780534558
height_percentage,has_secondary_use_industry,-0.0012327616201920145,0.0012327616201920145
has_superstructure_other,has_secondary_use_use_police,-0.0011587667188460763,0.0011587667188460763
has_superstructure_other,has_secondary_use_industry,-0.001140351129991723,0.001140351129991723
has_secondary_use_gov_office,has_secondary_use_rental,-0.0010913339575586015,0.0010913339575586015
has_secondary_use_institution,has_secondary_use_industry,-0.0010042594160505074,0.0010042594160505074
has_secondary_use_school,has_superstructure_other,9.837825580359103e-4,9.837825580359103e-4
has_secondary_use_other,has_secondary_use_health_post,-9.83682913961665e-4,9.83682913961665e-4
has_secondary_use_institution,has_superstructure_stone_flag,-9.705405740355596e-4,9.705405740355596e-4
has_superstructure_mud_mortar_brick,has_secondary_use_use_police,-9.19914440471696e-4,9.19914440471696e-4
has_secondary_use_use_police,has_secondary_use_rental,-8.490187631409387e-4,8.490187631409387e-4
has_superstructure_mud_mortar_brick,has_secondary_use_health_post,7.334654418966534e-4,7.334654418966534e-4
has_secondary_use_other,has_secondary_use_use_police,-6.739060237410985e-4,6.739060237410985e-4
has_secondary_use_school,has_secondary_use_industry,-6.218718432782557e-4,6.218718432782557e-4
has_superstructure_other,has_secondary_use_health_post,6.12198257555488e-4,6.12198257555488e-4
has_secondary_use_institution,has_secondary_use_school,-5.827113467374767e-4,5.827113467374767e-4
has_secondary_use_other,has_superstructure_rc_non_engineered,5.818106227494162e-4,5.818106227494162e-4
has_superstructure_timber,has_secondary_use_industry,-5.76530637092551e-4,5.76530637092551e-4
height_percentage,has_secondary_use_other,5.739784635110367e-4,5.739784635110367e-4
has_superstructure_stone_flag,has_secondary_use_use_police,4.7191697832096836e-4,4.7191697832096836e-4
has_secondary_use_health_post,has_secondary_use_industry,-4.489495080125593e-4,4.489495080125593e-4
has_secondary_use_institution,has_secondary_use_health_post,-4.2067827199256217e-4,4.2067827199256217e-4
has_secondary_use_gov_office,has_secondary_use_industry,-3.9535031660045667e-4,3.9535031660045667e-4
has_secondary_use_gov_office,has_secondary_use_institution,-3.7045432738182183e-4,3.7045432738182183e-4
has_superstructure_mud_mortar_brick,has_secondary_use_school,-3.2594425277465667e-4,3.2594425277465667e-4
has_secondary_use_use_police,has_secondary_use_industry,-3.07568397815088e-4,3.07568397815088e-4
has_secondary_use_institution,has_secondary_use_use_police,-2.882002091619455e-4,2.882002091619455e-4
has_superstructure_mud_mortar_brick,has_superstructure_bamboo,-2.6662843537387696e-4,2.6662843537387696e-4
has_secondary_use_school,has_secondary_use_health_post,-2.6049840135924495e-4,2.6049840135924495e-4
has_secondary_use_gov_office,has_secondary_use_school,-2.29398013837247e-4,2.29398013837247e-4
has_secondary_use_school,has_secondary_use_use_police,-1.7846344524162684e-4,1.7846344524162684e-4
count_families,has_secondary_use_rental,1.7178116094791241e-4,1.7178116094791241e-4
has_secondary_use_gov_office,has_secondary_use_health_post,-1.6560988661004294e-4,1.6560988661004294e-4
has_superstructure_other,has_secondary_use_rental,1.2950161066448493e-4,1.2950161066448493e-4
has_secondary_use_use_police,has_secondary_use_health_post,-1.288385650604294e-4,1.288385650604294e-4
has_secondary_use_other,has_superstructure_cement_mortar_brick,1.2066991172158979e-4,1.2066991172158979e-4
has_secondary_use_gov_office,has_secondary_use_use_police,-1.1345678428845577e-4,1.1345678428845577e-4
